Date of Final Decision,Submission Number,Device,Company,Panel (lead),Primary Product Code,city,state,date_received,decision_date,decision_code,expedited_review_flag,device_class
10/16/2020,K200595,"CellaVision DC-1, CellaVision DC-1 PPA",CellaVision AB,Hematology,JOY,Lund,,2020-03-06,2020-10-16,SESE,,2
10/15/2020,K201615,SIGNA 7.0T,"GE Medical Systems, LLC",Radiology,LNH,Waukesha,WI,2020-06-15,2020-10-15,SESE,,2
10/11/2020,K202501,Quantib Prostate,Quantib BV,Radiology,LLZ,Rotterdam,,2020-08-31,2020-10-11,SESE,,2
10/9/2020,K193631,"Stethee Pro 1, Stethee Pro Software System",M3DICINE Pty Ltd.,Cardiovascular,DQD,Eight Mile Plains,,2019-12-27,2020-10-09,SESE,,2
10/2/2020,K202280,Cleerly Labs v2.0,"Cleerly, Inc.",Radiology,LLZ,New York,NY,2020-08-11,2020-10-02,SESE,,2
10/2/2020,K202170,LiverMultiScan,Perspectum LTD,Radiology,LNH,Oxford,,2020-08-03,2020-10-02,SESE,,2
10/2/2020,K201301,X100 with Full Field Peripheral Blood Smear (PBS) Application,Scopio Labs LTD.,Hematology,JOY,Tel Aviv,,2020-05-15,2020-10-02,SESE,,2
9/30/2020,K192051,THINQ,CorticoMetrics LLC,Radiology,LLZ,Rockport,MA,2019-07-31,2020-09-30,SESE,,2
9/29/2020,K202546,LVivo Seamless,DiA Imaging Analysis Ltd,Radiology,QIH,Beer-Sheva,,2020-09-02,2020-09-29,SESE,,2
9/25/2020,K201103,Xeleris V Processing and Review Systems,GE Healthcare,Radiology,LLZ,Tirat Hacarmel,,2020-04-24,2020-09-25,SESE,,2
9/24/2020,K200569,RayStation,RaySearch Laboratories AB (publ),Radiology,MUJ,Stockholm,,2020-03-04,2020-09-24,SESE,,2
9/18/2020,K200852,"EchoPAC Software Only, EchoPAC Plug-In",GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,LLZ,Wauwatosa,WI,2020-03-31,2020-09-18,SESE,,2
9/18/2020,K201992,Caption Guidance,Caption Health,Radiology,QJU,Brisbane,CA,2020-07-17,2020-09-18,SESE,,2
9/16/2020,K201369,AVA (Augmented Vascular Analysis),See-Mode Technologies Pte. Ltd.,Radiology,LLZ,Singapore,,2020-05-22,2020-09-16,SESE,,2
9/16/2020,K201298,VX1,Volta Medical,Cardiovascular,DQK,Marseille,,2020-05-15,2020-09-16,SESE,,2
9/15/2020,K192665,"Accelerate Pheno System, Accelerate PhenoTest BC Kit","Accelerate Diagnostics, Inc.",Microbiology,PRH,Tucson,AZ,2019-09-25,2020-09-15,SESE,,2
9/9/2020,K200851,"Vivid T8, Vivid T9",GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,Wauwatosa,WI,2020-03-31,2020-09-09,SESE,,2
9/9/2020,K200708,Vivid iq,GE Medical Systems Ultrasound and,Radiology,IYN,Wauwatosa,WI,2020-03-18,2020-09-09,SESE,,2
9/6/2020,K201841,EyeBOX,"Oculogica, Inc.",Neurology,QEA,New York,NY,2020-07-02,2020-09-06,SESE,,2
9/4/2020,K202238,SIGNA Artist,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,Tianjin,,2020-08-07,2020-09-04,SESE,,2
9/2/2020,K200833,RX-1 Rhythm Express Remote Cardiac Monitoring System,VivaQuant Inc.,Cardiovascular,MLO,St. Paul,MN,2020-03-30,2020-09-02,SESE,,2
8/26/2020,K201020,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel-Aviv,,2020-04-17,2020-08-26,SESE,,2
8/26/2020,K200714,AVIEW,"Coreline Soft Co., Ltd",Radiology,LLZ,Seoul,,2020-03-18,2020-08-26,SESE,,2
8/14/2020,K201632,TOMTEC-ARENA,TOMTEC Imaging Systems GmbH,Radiology,LLZ,Unterschleissheim,,2020-06-16,2020-08-14,SESE,,2
8/13/2020,K201232,Limbus Contour,Limbus AI Inc.,Radiology,LLZ,Regina,,2020-05-07,2020-08-13,SESE,,2
8/13/2020,K201444,Syngo.via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,Hoffman Estate,IL,2020-06-01,2020-08-13,SESE,,2
8/7/2020,K200990,VIDAvision,VIDA Diagnostics Inc.,Radiology,JAK,Coralville,IA,2020-04-15,2020-08-07,SESE,,2
8/7/2020,K201310,Accipiolx,MaxQ Al Ltd.,Radiology,QAS,Tel Aviv,,2020-05-15,2020-08-07,SESE,,2
8/4/2020,K193210,HYPER DLR,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,Shanghai,,2019-11-21,2020-08-04,SESE,,2
8/3/2020,K200667,EyeArt,"Eyenuk, Inc",Ophthalmic,PIB,Los Angeles,CA,2020-03-13,2020-08-03,SESE,,2
7/30/2020,K193417,FractureDetect (FX),"Imagen Technologies, Inc.",Radiology,QBS,New York,NY,2019-12-09,2020-07-30,SESE,,2
7/30/2020,K193283,AI-Rad Companion Prostate MR,Siemens Medical Solutions USA Inc.,Radiology,QIH,Malvern,PA,2019-11-27,2020-07-30,SESE,,2
7/23/2020,K200743,Vivid E80/ Vivid E90/ Vivid E95,GE Medical Systems Ultrasound and,Radiology,IYN,Wauwatosa,WI,2020-03-23,2020-07-23,SESE,,2
7/22/2020,K200621,Caption Interpretation Automated Ejection Fraction Software,Caption Health,Radiology,QIH,Brisbane,CA,2020-03-09,2020-07-22,SESE,,2
7/16/2020,K200497,"Vivid S60N, Vivid S70N",GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,Wauwatosa,WI,2020-02-28,2020-07-16,SESE,,2
7/16/2020,K200905,HealthMammo,Zebra Medical Vision Ltd.,Radiology,QFM,Shefayim,,2020-04-06,2020-07-16,SESE,,2
7/14/2020,K193097,"Vantage Orian 1.5T, MRT-1550, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,Otawara-shi,,2019-11-07,2020-07-14,SESE,,2
7/10/2020,K193294,AI-Rad Companion Engine,"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,Malvern,PA,2019-11-27,2020-07-10,SESE,,2
7/10/2020,K192969,Ezra Plexo Software,Ezra AI Inc.,Radiology,QIH,New York,NY,2019-10-23,2020-07-10,SESE,,2
7/9/2020,K200941,Rapid LVO,iSchemaView Inc.,Radiology,QAS,Golden,CO,2020-04-08,2020-07-09,SESE,,2
7/6/2020,K193073,Deep Recon,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,Shanghai,,2019-11-04,2020-07-06,SESE,,2
7/2/2020,K193252,Contour ProtegeAI,MIM Software Inc.,Radiology,QKB,Cleveland,OH,2019-11-25,2020-07-02,SESE,,2
7/2/2020,K192880,InferRead Lung CT.AI,"Beijing Infervision Technology Co.,Ltd.",Radiology,OEB,Beijing,,2019-10-09,2020-07-02,SESE,,2
6/26/2020,K200760,Rapid ASPECTS,iSchemaView Inc.,Radiology,POK,Golden,CO,2020-03-24,2020-06-26,SESE,,2
6/24/2020,K200855,CINA,AVICENNA.AI,Radiology,QAS,La Ciotat,,2020-03-31,2020-06-24,SESE,,2
6/23/2020,K200232,LVivo Software Application,DiA Imaging Analysis Ltd,Radiology,QIH,Beer-Sheva,,2020-01-30,2020-06-23,SESE,,2
6/19/2020,K193298,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel-Aviv,,2019-11-27,2020-06-19,SESE,,2
6/17/2020,K200921,qER,Qure.ai Technologies,Radiology,QAS,Mumbai,,2020-04-06,2020-06-17,SESE,,2
6/17/2020,K193290,AI-Rad Companion Brain MR,"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,Malvern,PA,2019-11-27,2020-06-17,SESE,,2
6/11/2020,K200356,MEDO ARIA,Medo.ai,Radiology,QIH,Edmonton,,2020-02-13,2020-06-11,SESE,,2
6/11/2020,K200980,Auto 3D Bladder Volume Tool,"Butterfly Network, Inc.",Radiology,IYO,Guilford,CT,2020-04-14,2020-06-11,SESE,,2
6/3/2020,K200974,QLAB Advanced Quantification Software,Philips Healthcare,Radiology,QIH,Bothell,WA,2020-04-13,2020-06-03,SESE,,2
6/1/2020,K192601,uWS-MR,"Shanghai United Imaging Healthcare Co., Ltd",Radiology,QIH,Shanghai,,2019-09-20,2020-06-01,SESE,,2
5/14/2020,K201034,Syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Knoxville,TN,2020-04-20,2020-05-14,SESE,,2
5/12/2020,K192901,HealthVCF,Zebra Medical Vision Ltd.,Radiology,QFM,Shefayim,,2019-10-15,2020-05-12,SESE,,2
5/5/2020,K193176,uMR 780,"Shanghai United Imaging Healthcare Co., Ltd",Radiology,LNH,Shanghai,,2019-11-18,2020-05-05,SESE,,2
5/5/2020,K193220,AVIEW LCS,"Coreline Soft Co., Ltd",Radiology,LLZ,Seoul,,2019-11-21,2020-05-05,SESE,,2
5/1/2020,K201012,"EPIQ Diagnostic Ultrasound System Series, Affiniti Diagnostic Ultrasound System Series, CX50 Diagnostic Ultrasound System, Sparq Diagnostic Ultrasound System, Lumify Diagnostic Ultrasound System","Philips Ultrasound, Inc.",Radiology,IYN,Bothell,WA,2020-04-17,2020-05-01,SESE,,2
4/21/2020,K193351,NinesAI,"Nines, Inc.",Radiology,QAS,Palo Alto,CA,2019-12-03,2020-04-21,SESE,,2
4/16/2020,K200755,Caption Guidance,Caption Health,Radiology,QJU,Brisbane,CA,2020-03-23,2020-04-16,SESE,,2
4/13/2020,K192167,CuraRad-ICH,CuraCloud Corp.,Radiology,QAS,Seattle,WA,2019-08-09,2020-04-13,SESE,,2
4/10/2020,K193282,SIGNA Premier,"GE Healthcare (GE Medical Systems, LLC)",Radiology,LNH,Waukesha,WI,2019-11-27,2020-04-10,SESE,,2
4/8/2020,K193300,AIMI-Triage CXR PTX,"RADLogics, Inc.",Radiology,QFM,Boston,MA,2019-11-27,2020-04-08,SESE,,2
3/31/2020,K193087,Rapid ICH,iSchemaView Incorporated,Radiology,QAS,Golden,CO,2019-11-06,2020-03-31,SESE,,2
3/26/2020,K193518,KOSMOS,"EchoNous, Inc.",Radiology,IYN,Redmond,WA,2019-12-19,2020-03-26,SESE,,2
3/26/2020,K192732,BodyGuardian Remote Monitoring System,"Preventice Technologies, Inc.",Cardiovascular,DSI,Rochester,MN,2019-09-27,2020-03-26,SESE,,2
3/25/2020,K192854,MammoScreen,Therapixel,Radiology,QDQ,Valbonne,,2019-10-04,2020-03-25,SESE,,2
3/25/2020,K192437,Arterys MICA,Arterys Inc.,Radiology,QIH,San Francisco,CA,2019-09-06,2020-03-25,SESE,,2
3/20/2020,K193281,Hepatic VCAR,GE Medical Systems SCS,Radiology,JAK,Buc,,2019-11-27,2020-03-20,SESE,,2
3/20/2020,K200036,AI-ECG Tracker,"Shenzhen Carewell Electronics Co., Ltd.",Cardiovascular,DPS,Shenzhen,,2020-01-08,2020-03-20,SESE,,2
3/18/2020,K193658,Viz ICH,"Viz.ai, Inc.",Radiology,QAS,San Francisco,CA,2019-12-30,2020-03-18,SESE,,2
3/16/2020,K193267,Al-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Knoxville,TN,2019-11-26,2020-03-16,SESE,,2
3/12/2020,K192388,SonoVision Ultrasound Imaging System,"Tissue Differentiation Intelligence, LLC",Radiology,IYN,Delray Beach,FL,2019-09-03,2020-03-12,SESE,,2
3/9/2020,K192574,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,Otawara-shi,,2019-09-19,2020-03-09,SESE,,2
3/9/2020,K193216,syngo.CT Lung CAD,"Siemens Medical Solutions, Inc",Radiology,OEB,Malvern,PA,2019-11-21,2020-03-09,SESE,,2
3/5/2020,K193229,Transpara,ScreenPoint Medical B.V.,Radiology,QDQ,Nijmegen,,2019-11-22,2020-03-05,SESE,,2
3/4/2020,K191550,Broncholab,Fluidda Inc.,Radiology,JAK,West Hollywood,CA,2019-06-12,2020-03-04,SESE,,2
2/28/2020,K192962,icobrain-ctp,Icometrix NV,Radiology,LLZ,Leuven,,2019-10-22,2020-02-28,SESE,,2
2/28/2020,K191928,AccuContour,Xiamen Manteia Technology LTD.,Radiology,QKB,Xiamen,,2019-07-19,2020-02-28,SESE,,2
2/28/2020,K191556,Red Dot,Behold.AI Technologies Limited,Radiology,QFM,St. Leonards-On-Sea,,2019-06-12,2020-02-28,SESE,,2
2/21/2020,K192832,Aquilion Prime SP (TSX-303B8) V10.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2019-10-02,2020-02-21,SESE,,2
2/19/2020,K192973,densitas densityai,"Densitas, Inc.",Radiology,LLZ,Halifax,,2019-10-24,2020-02-19,SESE,,2
2/14/2020,K193248,"Biograph Vision, Biograph mCT Family of PET/CTs","Siemens Medical Solutions USA, Inc",Radiology,KPS,Knoxville,TN,2019-11-25,2020-02-14,SESE,,2
2/13/2020,K192828,Aquilion ONE (TSX-306A/3) V10.0 with Spectral Imaging System,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2019-10-02,2020-02-13,SESE,,2
2/12/2020,K193178,Biograph Horizon,"Siemens Medical Solution USA, Inc.",Radiology,KPS,Knoxville,TN,2019-11-18,2020-02-12,SESE,,2
2/10/2020,K192377,"Ethos Treatment Management, Ethos Treatment Planning, Ethos Radiotherapy System, Halcyon","Varian Medical Systems, Inc.",Radiology,IYE,Palo Alto,CA,2019-08-30,2020-02-10,SESE,,2
2/7/2020,DEN190040,Caption Guidance,"Bay Labs, Inc.",Radiology,QJU,San Francisco,CA,2019-08-27,2020-02-07,DENG,,2
1/24/2020,K193109,MRCAT brain,Philips Medical Systems MR Finland,Radiology,MUJ,Vantaa,,2019-11-08,2020-01-24,SESE,,2
1/17/2020,K192415,Study Watch with Irregular Pulse Monitor,Verily Life Sciences LLC,Cardiovascular,DXH,South San Francisco,CA,2019-09-04,2020-01-17,SESE,,2
1/16/2020,K192956,Auto Positioning,"GE Hangwei Medical Systems, Co., Ltd.",Radiology,JAK,Beijing,,2019-10-21,2020-01-16,SESE,,2
1/15/2020,K192004,Eko Analysis Software,Eko Devices Inc,Cardiovascular,MWI,Berkeley,CA,2019-07-26,2020-01-15,SESE,,2
1/15/2020,K191125,ADAS 3D,Galgo Medical S.L,Radiology,LLZ,Barcelona,,2019-04-29,2020-01-15,SESE,,2
1/2/2020,K183089,Air Next,NuvoAir AB,Anesthesiology,BZG,Stockholm,,2018-11-06,2020-01-02,SESE,,2
12/20/2019,K192383,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel-Aviv,,2019-08-30,2019-12-20,SESE,,2
12/20/2019,K191647,QLAB Advanced Quantification Software,Philips Healthcare,Radiology,QIH,Bothell,WA,2019-06-20,2019-12-20,SESE,,2
12/17/2019,K192763,syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Knoxville,TN,2019-09-30,2019-12-17,SESE,,2
12/13/2019,K193170,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,Hino,,2019-11-15,2019-12-13,SESE,,2
12/13/2019,K192531,QyScore Software,Qynapse,Radiology,LLZ,Paris,,2019-09-16,2019-12-13,SESE,,2
12/13/2019,K192130,Icobrain,Icometrix NV,Radiology,LLZ,Leuven,,2019-08-07,2019-12-13,SESE,,2
12/11/2019,K192571,NemoScan,Software Nemotec S.L.,Radiology,LLZ,"Arroyomolinos, Madrid",,2019-09-18,2019-12-11,SESE,,2
12/10/2019,K192287,Transpara,Screenpoint Medical B.V.,Radiology,QDQ,Nijmegen,,2019-08-22,2019-12-10,SESE,,2
12/9/2019,K192442,FFRangio,CathWorks Ltd,Cardiovascular,QEK,Kfar-Saba,,2019-09-06,2019-12-09,SESE,,2
12/7/2019,K192279,PhantomMSK Trauma,OrthoGrid Systems Inc.,Radiology,LLZ,Salt Lake City,UT,2019-08-22,2019-12-07,SESE,,2
11/27/2019,K192945,7D Surgical System Cranial Biopsy and Ventricular Catheter Placement Application,7D Surgical Inc.,Neurology,HAW,Toronto,,2019-10-18,2019-11-27,SESE,,2
11/26/2019,K192320,HealthCXR,"Zebra Medical Vision, Ltd.",Radiology,QFM,Shefayim,,2019-08-26,2019-11-26,SESE,,2
11/25/2019,K190529,SOZO,ImpediMed Limited,Cardiovascular,QJB,Pinkenba,,2019-03-04,2019-11-25,SESE,,2
11/19/2019,K191278,RSI-MRI+,MultiModal Imaging Services Corporation (dba HealthLytix),Radiology,LLZ,San Diego,CA,2019-05-13,2019-11-19,SESE,,2
11/13/2019,K191171,EchoGo Core,Ultromics Ltd,Radiology,QIH,Oxford,,2019-05-01,2019-11-13,SESE,,2
11/7/2019,K191026,MEDIP PRO,"MEDICALIP Co., Ltd",Radiology,LLZ,Jongno-gu,,2019-04-18,2019-11-07,SESE,,2
11/5/2019,K190868,Cleerly Labs,Cleerly Inc,Radiology,LLZ,New York,NY,2019-04-03,2019-11-05,SESE,,2
11/5/2019,K192109,KOALA,IB Lab GmbH,Radiology,LLZ,Vienna,,2019-08-05,2019-11-05,SESE,,2
11/4/2019,K190013,WellDoc BlueStar,"WellDoc, Inc.",General Hospital,MRZ,Columbia,MD,2019-01-03,2019-11-04,SESE,,2
11/1/2019,K190334,MIMOSA Imager,MIMOSA Diagnostics Inc,Cardiovascular,MUD,Toronto,,2019-02-14,2019-11-01,SESE,,2
11/1/2019,K190898,Sight OLO,Sight Diagnostics Ltd.,Hematology,GKZ,Tel Aviv,,2019-04-05,2019-11-01,SESE,,2
10/18/2019,K183274,"RTHawk, HeartVista Cardiac Package","HeartVista, Inc.",Radiology,LNH,Los Altos,CA,2018-11-23,2019-10-18,SESE,,2
10/17/2019,K192455,Merge PACS,Merge Healthcare Incorporated,Radiology,LLZ,Hartland,WI,2019-09-09,2019-10-17,SESE,,2
10/16/2019,K191493,Ventripoint Medical System Plus (VMS+) 3.0,"Ventripoint Diagnostics, Ltd.",Radiology,LLZ,Toronto,,2019-06-05,2019-10-16,SESE,,2
10/4/2019,K191713,CS-series-FP Radiographic / Fluoroscopic Systems with Optional CA-100S / FluoroShield (ROI Assembly),"Omega Medical Imaging, LLC",Radiology,JAA,Sanford,FL,2019-06-26,2019-10-04,SESE,,2
10/4/2019,K191994,ProFound AI Software V2.1,iCAD Inc.,Radiology,QDQ,Nashua,NH,2019-07-26,2019-10-04,SESE,,2
9/18/2019,K192065,Syngo.Via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,Hoffman Estates,IL,2019-08-01,2019-09-18,SESE,,2
9/16/2019,K191688,SubtleMR,"Subtle Medical, Inc.",Radiology,LLZ,Menlo Park,CA,2019-06-24,2019-09-16,SESE,,2
9/13/2019,K192304,SIS Software Version 3.6.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,Plymouth,MN,2019-08-23,2019-09-13,SESE,,2
9/11/2019,K183370,PeraMobile and PeraWatch,"PeraHealth, Inc.",Cardiovascular,MWI,Charlotte,NC,2018-12-04,2019-09-11,SESE,,2
9/11/2019,K190815,BrainScope TBI,"BrainScope Company, Inc.",Neurology,PIW,Bethesda,MD,2019-03-29,2019-09-11,SESE,,2
9/10/2019,K183268,AI-Rad Companion (Cardiovascular),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Malvern,PA,2018-11-23,2019-09-10,SESE,,2
9/4/2019,K191179,Myo Plus,Otto Bock Healthcare Products GmbH,Neurology,GXY,Vienna,,2019-05-02,2019-09-04,SESE,,2
8/29/2019,K183489,D2P,"3D Systems, Inc.",Radiology,LLZ,Airport City,,2018-12-17,2019-08-29,SESE,,2
8/29/2019,K192107,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,Radiology,IYN,Burnaby,,2019-08-05,2019-08-29,SESE,,2
8/23/2019,K190593,"Zio XT ECG Monitoring System, Zio AT ECG Monitoring System","iRhythm Technologies, Inc.",Cardiovascular,DQK,San Francisco,CA,2019-03-07,2019-08-23,SESE,,2
8/15/2019,K190925,HeartFlow FFRct Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,Redwood City,CA,2019-04-09,2019-08-15,SESE,,2
8/15/2019,K183282,Biovitals Analytics Engine,Biofourmis Singapore Pte. Ltd,Cardiovascular,PLB,Singapore,,2018-11-26,2019-08-15,SESE,,2
8/12/2019,K183182,Critical Care Suite,"GE Medical Systems, LLC.",Radiology,QFM,Waukesha,WI,2018-11-19,2019-08-12,SESE,,2
8/5/2019,K191262,aBSI,EXINI Diagnostics AB,Radiology,LLZ,Lund,,2019-05-10,2019-08-05,SESE,,2
7/31/2019,K191183,EyeBOX,"Oculogica, Inc.",Neurology,QEA,New York,NY,2019-05-02,2019-07-31,SESE,,2
7/26/2019,K182384,ACR  LAB Urine Analysis Test System,Healthy.io Ltd,Clinical Chemistry,JFY,Tel Aviv,,2018-08-31,2019-07-26,SESE,,2
7/26/2019,K183271,AI-Rad Companion (Pulmonary),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,Malvern,PA,2018-11-23,2019-07-26,SESE,,2
7/19/2019,K182798,KIDScore D3,Vitrolife A/S,Obstetrics and Gynecology,PBH,Viby J,,2018-10-02,2019-07-19,SESE,,2
7/18/2019,K191370,DreaMed Advisor Pro,DreaMed Diabetes Ltd,Clinical Chemistry,QCC,Petah Tikva,,2019-05-22,2019-07-18,SESE,,2
7/12/2019,K191585,iNtuition-Structural Heart Module,TeraRecon Inc.,Radiology,LLZ,Foster City,CA,2019-06-14,2019-07-12,SESE,,2
7/10/2019,K182875,DeepCT,Deep01 Limited,Radiology,QAS,Taipei City,,2018-10-12,2019-07-10,SESE,,2
7/10/2019,K183322,physIQ Heart Rhythm and Respiratory Module,"physIQ, Inc",Cardiovascular,DPS,Naperville,IL,2018-11-30,2019-07-10,SESE,,2
7/8/2019,K191384,RayCare 2.3,RaySearch Laboratories AB (publ),Radiology,MUJ,Stockholm,,2019-05-23,2019-07-08,SESE,,2
7/5/2019,K182901,Aquilion Precision (TSX-304A/1 and /2) V8.8 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2018-10-16,2019-07-05,SESE,,2
7/3/2019,K190442,Koios DS for Breast,"Koios Medical, Inc.",Radiology,POK,New York,NY,2019-02-25,2019-07-03,SESE,,2
6/27/2019,K190017,LiverMultiScan (LMSv3),Perspectum Diagnostics Ltd,Radiology,LNH,Oxford,,2019-01-03,2019-06-27,SESE,,2
6/25/2019,K191194,CLARUS,"Carl Zeiss Meditec, Inc",Ophthalmic,QER,Dublin,CA,2019-05-03,2019-06-25,SESE,,2
6/19/2019,K190387,RayStation,RaySearch Laboratories AB (publ),Radiology,MUJ,Stockholm,,2019-02-19,2019-06-19,SESE,,2
6/13/2019,K183460,ClariCT.AI,ClariPI Inc.,Radiology,LLZ,Seoul,,2018-12-13,2019-06-13,SESE,,2
6/13/2019,K190424,HealthICH,Zebra Medical Vision Ltd.,Radiology,QAS,Shefayim,,2019-02-22,2019-06-13,SESE,,2
6/12/2019,K183046,Aquilion ONE (TSX-305A/6) V8.9 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,Otawara-shi,,2018-11-02,2019-06-12,SESE,,2
5/31/2019,K190896,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel-Aviv,,2019-04-05,2019-05-31,SESE,,2
5/24/2019,K191083,COMPLETE CONTROL System Gen2,"Coapt, LLC",Neurology,GXY,Chicago,IL,2019-04-24,2019-05-24,SESE,,2
5/21/2019,K183646,"Acumen Hypotension Prediction Index  EV1000 Clinical Platform, Acumen Hypotension Prediction Index  HemoSphere Advanced Monitoring Platform, Acumen Hypotension Prediction Index  HemoSphere Advanced Monitoring Platform - Pressure","Edwards Lifeciences, LLC",Cardiovascular,QAQ,Irvine,CA,2018-12-26,2019-05-21,SESE,,2
5/15/2019,K183648,APAS Independence with Urine Analysis Module,Clever Culture Systems AG,Microbiology,PPU,Bach,,2018-12-26,2019-05-15,SESE,,2
5/13/2019,K190764,SurgicalAR,"MEDIVIS, Inc.",Radiology,LLZ,Brooklyn,NY,2019-03-25,2019-05-13,SESE,,2
5/6/2019,K190362,HealthPNX,Zebra Medical Vision  Ltd.,Radiology,QFM,Shefayim,,2019-02-15,2019-05-06,SESE,,2
4/22/2019,K182513,FluChip-8G Influenza A+B Assay,"InDevR, Inc.",Microbiology,OZE,Boulder,CO,2018-09-12,2019-04-22,SESE,,2
4/18/2019,K183593,Lung Vision System,Body Vision Medical Ltd.,Radiology,LLZ,Ramat Hasharon,,2018-12-21,2019-04-18,SESE,,2
4/17/2019,K181988,eMurmur ID,CSD Labs GmbH,Cardiovascular,DQD,Graz,,2018-07-25,2019-04-17,SESE,,2
4/15/2019,K190072,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,Tel Aviv,,2019-01-15,2019-04-15,SESE,,2
4/12/2019,K183202,Deep Learning Image Reconstruction,"GE Medical Systems, LLC.",Radiology,JAK,Waukesha,WI,2018-11-19,2019-04-12,SESE,,2
4/8/2019,K183204,Bone VCAR (BVCAR),GE Medical Systems SCS,Radiology,JAK,Buc,,2018-11-19,2019-04-08,SESE,,2
3/29/2019,K181352,Loop System,"Spry Health, Inc.",Cardiovascular,DQA,Palo Alto,CA,2018-05-22,2019-03-29,SESE,,2
3/19/2019,K183019,SIS Software version 3.3.0,"Surgical Information Sciences, Inc.",Radiology,LLZ,Minneapolis,MN,2018-10-31,2019-03-19,SESE,,2
3/11/2019,K181823,KardiaAI,"AliveCor, Inc.",Cardiovascular,DQK,Mountain View,CA,2018-07-09,2019-03-11,SESE,,2
3/8/2019,K183285,cmTriage,"CureMetrix, Inc",Radiology,QFM,La Jolla,CA,2018-11-26,2019-03-08,SESE,,2
3/7/2019,K182344,RhythmAnalytics,Biofourmis Singapore Pte. Ltd.,Cardiovascular,DQK,Singapore,,2018-08-28,2019-03-07,SESE,,2
2/16/2019,K183704,RX-1 Rhythm Express Remote Cardiac Monitoring System,VivaQuant Inc.,Cardiovascular,DXH,St. Paul,MN,2018-12-31,2019-02-16,SESE,,2
2/4/2019,K181916,d-Nav System,"Hygieia, Inc",Anesthesiology,NDC,Livonia,MI,2018-07-17,2019-02-04,SESE,,2
2/1/2019,K183272,AI Rad Companion (Engine),"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,Malvern,PA,2018-11-23,2019-02-01,SESE,,2
1/18/2019,K183231,SIGNA Premier,"GE Medical Systems, LLC",Radiology,LNH,Waukesha,WI,2018-11-20,2019-01-18,SESE,,2
1/17/2019,K182456,Study Watch,Verily Life Sciences LLC,Cardiovascular,DXH,South San Francisco,CA,2018-09-07,2019-01-17,SESE,,2
1/9/2019,K183133,MRCP+ v1.0,Perspectum Diagnostics Ltd,Radiology,LLZ,Oxford,,2018-11-13,2019-01-09,SESE,,2
12/28/2018,DEN170091,EyeBOX,"Oculogica, Inc.",Neurology,QEA,New York,NY,2017-12-22,2018-12-28,DENG,,2
12/28/2018,K180867,AmCAD-UO,AmCad BioMed Corporation,Radiology,LLZ,Taipei,,2018-04-02,2018-12-28,SESE,,2
12/27/2018,K182564,Quantib ND,Quantib BV,Radiology,LLZ,Rotterdam,,2018-09-18,2018-12-27,SESE,,2
12/27/2018,K182130,iSchemaView RAPID,"iSchemaView, Inc.",Radiology,LLZ,Redwood City,CO,2018-08-06,2018-12-27,SESE,,2
12/21/2018,K183012,vascuCAP,Elucid Bioimaging Inc.,Radiology,LLZ,Wenham,MA,2018-10-31,2018-12-21,SESE,,2
12/20/2018,K181861,Embrace,Empatica Srl,Neurology,POS,Milano,,2018-07-12,2018-12-20,SESE,,2
12/19/2018,K182149,FFRangio System,CathWorks Ltd,Cardiovascular,QEK,Kfar-Saba,,2018-08-08,2018-12-19,SESE,,2
